,regressor,Adj_R2
0,RF,0.25517139116383314
1,RF,0.255757209276294
2,RF,0.25488767116209243
3,RF,0.25558998496011454
4,RF,0.2554921686729974
5,RF,0.2548114164298735
6,RF,0.2556584105247416
7,RF,0.254946269192598
8,RF,0.25454564718716743
9,RF,0.2554165437223985
10,RF,0.25571365862581574
11,RF,0.25543895341229206
12,RF,0.2536808417598797
13,RF,0.25483221023415537
14,RF,0.25475198311775393
15,RF,0.25573094782867356
16,RF,0.25498790783279424
17,RF,0.25627186178407857
18,RF,0.2546553745383685
19,RF,0.2554224624655409
20,RF,0.25519827101183856
21,RF,0.2537093769029032
22,RF,0.25574747125403796
23,RF,0.2542672431156746
24,RF,0.25414495953022476
25,RF,0.2554973082943647
26,RF,0.2554922483222566
27,RF,0.25468423017314656
28,RF,0.25455353021522487
29,RF,0.2548143276066118
30,RF,0.25564570743894455
31,RF,0.2560613789443613
32,RF,0.2557768446129267
33,RF,0.25339107621740453
34,RF,0.25578128624076446
35,RF,0.25434654078509067
36,RF,0.25672643317508537
37,RF,0.25474828606836486
38,RF,0.25466243023489643
39,RF,0.2537024702931494
40,RF,0.2549623854190056
41,RF,0.25660270261574314
42,RF,0.25574228443318325
43,RF,0.25568108516612176
44,RF,0.25399377506326515
45,RF,0.25440895576276423
46,RF,0.25440921872484945
47,RF,0.2557652921336814
48,RF,0.25467189846912874
49,RF,0.2547510180573188
50,RF,0.25481677513507783
51,RF,0.2548156597470096
52,RF,0.25566604089116396
53,RF,0.2563963585563528
54,RF,0.2547437723112074
55,RF,0.25469345591868575
56,RF,0.2547846013972308
57,RF,0.25430804882335956
58,RF,0.2544844738647035
59,RF,0.25438260290363757
60,RF,0.2545533758089277
61,RF,0.2557340782679772
62,RF,0.2552335015163346
63,RF,0.2545766511115939
64,RF,0.2543989752644873
65,RF,0.2551457425429793
66,RF,0.2548361672151005
67,RF,0.25537825661746005
68,RF,0.25427281300041293
69,RF,0.2544070948282191
70,RF,0.25437135080633066
71,RF,0.25519276597721474
72,RF,0.2546817721392728
73,RF,0.25588311815149034
74,RF,0.25581109652476974
75,RF,0.25491604246732213
76,RF,0.2553275889340567
77,RF,0.25654177377895393
78,RF,0.25616391525786797
79,RF,0.25508672043072156
80,RF,0.25568355225421957
81,RF,0.2551928181983524
82,RF,0.25536261624459655
83,RF,0.254226629877361
84,RF,0.254739941465535
85,RF,0.2553756436675214
86,RF,0.25559629714446275
87,RF,0.2557396765696931
88,RF,0.2552723922739282
89,RF,0.25573294533758706
90,RF,0.25454388277149553
91,RF,0.25491713893522283
92,RF,0.25404783486067606
93,RF,0.25446271485717664
94,RF,0.25460760623111267
95,RF,0.25547015043070176
96,RF,0.2555317382288066
97,RF,0.25550100290788846
98,RF,0.2541237661274244
99,RF,0.2536436255492688
100,SVR,0.23189787269720052
101,SVR,0.23189787269720052
102,SVR,0.23189787269720052
103,SVR,0.23189787269720052
104,SVR,0.23189787269720052
105,SVR,0.23189787269720052
106,SVR,0.23189787269720052
107,SVR,0.23189787269720052
108,SVR,0.23189787269720052
109,SVR,0.23189787269720052
110,SVR,0.23189787269720052
111,SVR,0.23189787269720052
112,SVR,0.23189787269720052
113,SVR,0.23189787269720052
114,SVR,0.23189787269720052
115,SVR,0.23189787269720052
116,SVR,0.23189787269720052
117,SVR,0.23189787269720052
118,SVR,0.23189787269720052
119,SVR,0.23189787269720052
120,SVR,0.23189787269720052
121,SVR,0.23189787269720052
122,SVR,0.23189787269720052
123,SVR,0.23189787269720052
124,SVR,0.23189787269720052
125,SVR,0.23189787269720052
126,SVR,0.23189787269720052
127,SVR,0.23189787269720052
128,SVR,0.23189787269720052
129,SVR,0.23189787269720052
130,SVR,0.23189787269720052
131,SVR,0.23189787269720052
132,SVR,0.23189787269720052
133,SVR,0.23189787269720052
134,SVR,0.23189787269720052
135,SVR,0.23189787269720052
136,SVR,0.23189787269720052
137,SVR,0.23189787269720052
138,SVR,0.23189787269720052
139,SVR,0.23189787269720052
140,SVR,0.23189787269720052
141,SVR,0.23189787269720052
142,SVR,0.23189787269720052
143,SVR,0.23189787269720052
144,SVR,0.23189787269720052
145,SVR,0.23189787269720052
146,SVR,0.23189787269720052
147,SVR,0.23189787269720052
148,SVR,0.23189787269720052
149,SVR,0.23189787269720052
150,SVR,0.23189787269720052
151,SVR,0.23189787269720052
152,SVR,0.23189787269720052
153,SVR,0.23189787269720052
154,SVR,0.23189787269720052
155,SVR,0.23189787269720052
156,SVR,0.23189787269720052
157,SVR,0.23189787269720052
158,SVR,0.23189787269720052
159,SVR,0.23189787269720052
160,SVR,0.23189787269720052
161,SVR,0.23189787269720052
162,SVR,0.23189787269720052
163,SVR,0.23189787269720052
164,SVR,0.23189787269720052
165,SVR,0.23189787269720052
166,SVR,0.23189787269720052
167,SVR,0.23189787269720052
168,SVR,0.23189787269720052
169,SVR,0.23189787269720052
170,SVR,0.23189787269720052
171,SVR,0.23189787269720052
172,SVR,0.23189787269720052
173,SVR,0.23189787269720052
174,SVR,0.23189787269720052
175,SVR,0.23189787269720052
176,SVR,0.23189787269720052
177,SVR,0.23189787269720052
178,SVR,0.23189787269720052
179,SVR,0.23189787269720052
180,SVR,0.23189787269720052
181,SVR,0.23189787269720052
182,SVR,0.23189787269720052
183,SVR,0.23189787269720052
184,SVR,0.23189787269720052
185,SVR,0.23189787269720052
186,SVR,0.23189787269720052
187,SVR,0.23189787269720052
188,SVR,0.23189787269720052
189,SVR,0.23189787269720052
190,SVR,0.23189787269720052
191,SVR,0.23189787269720052
192,SVR,0.23189787269720052
193,SVR,0.23189787269720052
194,SVR,0.23189787269720052
195,SVR,0.23189787269720052
196,SVR,0.23189787269720052
197,SVR,0.23189787269720052
198,SVR,0.23189787269720052
199,SVR,0.23189787269720052
200,LR,0.2262715126408935
201,LR,0.2262715126408935
202,LR,0.2262715126408935
203,LR,0.2262715126408935
204,LR,0.2262715126408935
205,LR,0.2262715126408935
206,LR,0.2262715126408935
207,LR,0.2262715126408935
208,LR,0.2262715126408935
209,LR,0.2262715126408935
210,LR,0.2262715126408935
211,LR,0.2262715126408935
212,LR,0.2262715126408935
213,LR,0.2262715126408935
214,LR,0.2262715126408935
215,LR,0.2262715126408935
216,LR,0.2262715126408935
217,LR,0.2262715126408935
218,LR,0.2262715126408935
219,LR,0.2262715126408935
220,LR,0.2262715126408935
221,LR,0.2262715126408935
222,LR,0.2262715126408935
223,LR,0.2262715126408935
224,LR,0.2262715126408935
225,LR,0.2262715126408935
226,LR,0.2262715126408935
227,LR,0.2262715126408935
228,LR,0.2262715126408935
229,LR,0.2262715126408935
230,LR,0.2262715126408935
231,LR,0.2262715126408935
232,LR,0.2262715126408935
233,LR,0.2262715126408935
234,LR,0.2262715126408935
235,LR,0.2262715126408935
236,LR,0.2262715126408935
237,LR,0.2262715126408935
238,LR,0.2262715126408935
239,LR,0.2262715126408935
240,LR,0.2262715126408935
241,LR,0.2262715126408935
242,LR,0.2262715126408935
243,LR,0.2262715126408935
244,LR,0.2262715126408935
245,LR,0.2262715126408935
246,LR,0.2262715126408935
247,LR,0.2262715126408935
248,LR,0.2262715126408935
249,LR,0.2262715126408935
250,LR,0.2262715126408935
251,LR,0.2262715126408935
252,LR,0.2262715126408935
253,LR,0.2262715126408935
254,LR,0.2262715126408935
255,LR,0.2262715126408935
256,LR,0.2262715126408935
257,LR,0.2262715126408935
258,LR,0.2262715126408935
259,LR,0.2262715126408935
260,LR,0.2262715126408935
261,LR,0.2262715126408935
262,LR,0.2262715126408935
263,LR,0.2262715126408935
264,LR,0.2262715126408935
265,LR,0.2262715126408935
266,LR,0.2262715126408935
267,LR,0.2262715126408935
268,LR,0.2262715126408935
269,LR,0.2262715126408935
270,LR,0.2262715126408935
271,LR,0.2262715126408935
272,LR,0.2262715126408935
273,LR,0.2262715126408935
274,LR,0.2262715126408935
275,LR,0.2262715126408935
276,LR,0.2262715126408935
277,LR,0.2262715126408935
278,LR,0.2262715126408935
279,LR,0.2262715126408935
280,LR,0.2262715126408935
281,LR,0.2262715126408935
282,LR,0.2262715126408935
283,LR,0.2262715126408935
284,LR,0.2262715126408935
285,LR,0.2262715126408935
286,LR,0.2262715126408935
287,LR,0.2262715126408935
288,LR,0.2262715126408935
289,LR,0.2262715126408935
290,LR,0.2262715126408935
291,LR,0.2262715126408935
292,LR,0.2262715126408935
293,LR,0.2262715126408935
294,LR,0.2262715126408935
295,LR,0.2262715126408935
296,LR,0.2262715126408935
297,LR,0.2262715126408935
298,LR,0.2262715126408935
299,LR,0.2262715126408935
